Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
23,1.00000000045685,0.010886512074151082,4.2317415387062306e-10,6.932328501263654e-10,22.441748557950845,0.6334883806635352
24,1.0,0.009851989890197794,5.98849839928003e-10,6.574924586766062e-10,22.516163904147568,0.6442974889979644
25,1.000000000228425,0.009285225111567331,4.322723745908456e-10,5.951710347469913e-10,22.888016358674363,0.6573615468249602
26,1.0000000009137,0.00906961180760475,1.6805450879547017e-10,9.065002650115444e-10,22.915035814203076,0.6576805819483365
27,0.9999999805838762,0.008934007334762704,2.3449270919677113e-06,4.795100856857419e-06,22.95729971455183,0.661982728733736
28,1.0000014532397608,0.00881669575716564,4.3205149924575003e-07,3.4579362790372577e-07,23.00762687388549,0.6625162117621478
29,1.0000000029695248,0.008826077047980831,2.8388558733664077e-07,2.9312311020718397e-07,23.009018474287885,0.6649174238653744
30,1.00000000228425,0.00866955609646386,2.1604451664039586e-07,2.2465483716743762e-07,23.079196531523436,0.6642936098575593
31,0.9999999956599253,0.008611447299401203,1.604413336155881e-07,1.640318080014182e-07,23.085113307258172,0.66138844889753
32,0.999999998401025,0.008617759551072192,1.5250509757189474e-07,1.5819560508066524e-07,23.161143506068992,0.6681817155725815
33,0.9999999977157501,0.00852306469360333,1.2222621234093298e-07,1.2653054371550704e-07,23.201037329441505,0.6708737192434423
34,0.9999999949746503,0.00895469532978392,1.1532655720654481e-07,1.1576963386321318e-07,22.76463452106471,0.66834857358652
35,0.9999999970304752,0.008651556867860748,1.1293496305189272e-07,1.1518139575764235e-07,23.11947643865562,0.6698958748929641
36,0.9999999990863001,0.0085137165935632,1.0019300861751513e-07,1.0388945817013761e-07,23.170562314639053,0.6732380868406856
37,0.9999999968020502,0.008451912513526972,8.083686062419163e-08,8.323471154927482e-08,23.21138665303227,0.6740297033506282
38,0.9999999979441752,0.008243762789416813,6.840263702043873e-08,7.181348298565455e-08,23.286500982837303,0.6752425484797534
39,0.9999999979441752,0.008229174057389805,5.5146742830956356e-08,5.676916240555849e-08,23.331905828200895,0.6783499367798076
40,0.9999999993290016,0.008219417363494456,4.483604603299132e-08,4.697474079030471e-08,23.38096247141045,0.6808811869340784
41,0.9999999958883502,0.008386172308491733,4.125927310357775e-08,4.285819086344738e-08,23.351336629692145,0.6798708949369543
42,0.9999999981726001,0.008992056934508734,3.316576238723784e-08,3.5474259143333615e-08,23.03370231707795,0.6718368115144617
43,0.999999998401025,0.008330558927919337,2.557259360309514e-08,2.690336760458976e-08,23.305578360745713,0.6780329235161052
44,0.9999999990863001,0.008226012453035322,2.0218298020435333e-08,2.105995821772764e-08,23.35811166321294,0.6789897594031166
45,0.99999999954315,0.008146645074297567,1.9231006636990816e-08,1.9532304690004844e-08,23.410138582527292,0.6833161356869866
46,0.999999998857875,0.008005676907738169,1.9181757243737957e-08,1.9626184146442407e-08,23.448658770985702,0.6841788531050963
47,0.99999999954315,0.008019339906687508,1.7731031988602922e-08,1.819022613887851e-08,23.403669767876714,0.6844608053039102
48,0.99999999954315,0.007980567237841869,1.4808199394524731e-08,1.533738744683858e-08,23.4339633178214,0.6873097585930544
49,0.99999999954315,0.008457303680479526,1.247787994765542e-08,1.3684073713627851e-08,23.410671927940637,0.6796383544276743
50,0.999999999771575,0.008081868997590985,9.133780334969785e-09,9.457468062130446e-09,23.44656066447701,0.6857372513939353
51,1.0,0.007995057415864069,9.258674386411331e-09,9.687861561990819e-09,23.36915492297985,0.6859395213688121
52,0.999999999771575,0.007996770871836626,7.873959632865411e-09,7.820897751270229e-09,23.400928427780517,0.6847379933385288
53,0.99999999954315,0.007945146277145354,8.436232632176884e-09,8.619252086672025e-09,23.512403428714883,0.6909558273062987
54,0.999999999771575,0.007793571515354568,7.90034392851189e-09,8.193111552680916e-09,23.52418132927616,0.6910959271823659
55,0.999999999771575,0.007833891778983578,6.991114916145565e-09,7.095823890437786e-09,23.52094740852479,0.689322284039329
56,1.0,0.008064214168506825,5.402891365652939e-09,5.8450361025504215e-09,23.405564231981927,0.6869337018798379
57,1.0,0.007843477729997949,4.817931487591924e-09,4.972984572481056e-09,23.522628275971442,0.691014405559091
58,1.0,0.007875722366201128,4.4287681069626985e-09,4.445026954245183e-09,23.519277678193717,0.690417170454474
59,1.0,0.007750830392236124,4.465202531821058e-09,4.549491268556506e-09,23.59500018969691,0.692763076880399
60,1.0,0.0077910672705955135,4.095844128238068e-09,4.186350919866853e-09,23.592911933418215,0.6928801887175616
61,1.0,0.007718206747117156,3.812617596828545e-09,3.9165921286206025e-09,23.630693041709428,0.695722578904208
62,1.0,0.007726778000771642,3.563033509219857e-09,3.6557656679780683e-09,23.63203737359415,0.6968386950913598
63,1.0,0.007722549816805446,3.442911070091832e-09,3.480120894721197e-09,23.624620128492992,0.6964083059395061
64,1.0,0.007699790664441036,2.898628468548009e-09,2.944401916640422e-09,23.607048648297507,0.6940350682595197
65,1.0,0.007631153644781984,2.6666115142495544e-09,2.7698559040268986e-09,23.569827117883186,0.6946838673423318
66,0.999999999771575,0.007598317275660302,2.731813714654867e-09,2.7406367530159944e-09,23.58725594250439,0.6984692801447475
67,1.0,0.007593626937198781,2.501757838130303e-09,2.5667915839639665e-09,23.557235462044904,0.695226403054069
68,1.0,0.007584215028958763,2.3659740979571674e-09,2.413095830288327e-09,23.639661831652674,0.6953902938786675
69,1.0,0.007550537681128986,1.96297225215709e-09,2.0199432680991686e-09,23.72066346407682,0.7016989203060374
70,1.0,0.007521200051564657,1.769001339757747e-09,1.881394947495185e-09,23.661009317657072,0.6987655310771045
71,1.0,0.007994447268411784,1.4478592071040636e-09,1.4810742636774927e-09,23.630797018988442,0.6961243747963625
72,1.0,0.007608876375113418,1.4623228357055856e-09,1.5372262947861945e-09,23.61172096470974,0.6951255862853106
73,1.0,0.007593303802283759,1.2203354767688333e-09,1.2211325251841257e-09,23.710616584072728,0.6973971540787641
74,1.0,0.007443052183635934,1.2620903686349418e-09,1.2620519185402035e-09,23.712260590688054,0.6998778787079979
75,1.0,0.0074915989472748275,1.2219667788183638e-09,1.2443615269002784e-09,23.750052615279394,0.7035317603980794
76,1.0,0.007587637833269413,1.0351658608143e-09,1.0684414167710101e-09,23.644414316695755,0.6968050028997309
77,1.0,0.007493325018374149,1.184570307610899e-09,1.201317879300303e-09,23.748608194115373,0.7014746482933268
78,1.0,0.007544863580051297,9.344114983430581e-10,9.428980936252002e-10,23.727720312191586,0.7019864051482256
79,1.0,0.007469245160812746,9.182733252364808e-10,9.523756875278324e-10,23.753528938843846,0.7030307297846851
80,1.0,0.007496319562865945,8.699781116405658e-10,8.971003465827509e-10,23.758380802033304,0.7033107306676752
81,1.0,0.0074607493489713015,7.304481429612137e-10,7.418607161805085e-10,23.733487875367256,0.7005708988273845
82,1.0,0.0073739266145729015,7.210146739668994e-10,7.376355597124656e-10,23.746638669645055,0.7002622879252715
83,1.0,0.007440195465181581,6.150343289302184e-10,6.25181544233345e-10,23.76323923065148,0.7017381590254167
84,1.0,0.007364270029823759,7.224837825009921e-10,7.539310535257375e-10,23.79334624925052,0.7054865640051224
85,1.0,0.007411949898445321,5.522493097933396e-10,5.60544050863324e-10,23.735992429649514,0.7017240871401395
86,1.0,0.0073793637553999526,5.62124000387828e-10,5.69911213919852e-10,23.763997512506478,0.7022350452226751
87,1.0,0.007427567233983985,5.152125912725972e-10,5.077092826810482e-10,23.753404682746083,0.7022512836316053
88,1.0,0.007328723486691356,5.78360066701585e-10,5.763571272239706e-10,23.791667061395234,0.7037794172062594
89,1.0,0.00740602875239924,5.322158682384816e-10,5.356454955475096e-10,23.7507992329107,0.7008523133923026
90,1.0,0.007364865648309271,4.771179634710521e-10,4.875915108904482e-10,23.77776505300169,0.7063852564727559
91,1.0,0.007327420244963761,4.847903410454668e-10,4.976171958790702e-10,23.75662721084799,0.703999264310388
92,1.0,0.007430384035283577,4.209237789109622e-10,4.300843562243008e-10,23.7453682384078,0.7007445602557238
93,1.0,0.0073428001165568475,4.2080628925855736e-10,4.1160784828673605e-10,23.769221377912505,0.7038827665413128
94,1.0,0.007285099460068577,3.953758408266148e-10,4.099881606728121e-10,23.778433906853216,0.7023146212100982
95,1.0,0.007322791387845656,3.7099306144282763e-10,3.7954663840132956e-10,23.796820172855128,0.7039216246324427
96,1.0,0.007308550153128401,3.1477956436874125e-10,3.3136687859548906e-10,23.79711679751555,0.7038295610512004
97,1.0,0.007350912731207773,2.8863561646106267e-10,2.9451778014143493e-10,23.790417488182968,0.7026145695938784
98,1.0,0.007286173708647668,2.5689059247256535e-10,2.5865856834970737e-10,23.700062766003906,0.7041905805643867
99,1.0,0.007325387578011451,2.897132777084778e-10,2.940353619068337e-10,23.810958749417395,0.704877889436834
100,1.0,0.007252243387061143,2.330092353744567e-10,2.33830373005069e-10,23.802091708292032,0.7035914366385516
101,1.0,0.007280778664158668,2.2012355942068132e-10,2.2838968408584436e-10,23.830748052827122,0.7037781857742983
102,1.0,0.007265213339137817,2.1215752816725702e-10,2.1705953874947367e-10,23.836001056863935,0.7049212660508998
103,1.0,0.007266656856336993,1.9265160336120827e-10,1.9734911483820767e-10,23.82475397719066,0.7068324819031884
104,1.0,0.007297356188252658,2.0488068110986387e-10,2.089326537345595e-10,23.808599908108974,0.7043626707441667
105,1.0,0.00735543209122505,1.703393720894149e-10,1.7695816537897716e-10,23.824382317584455,0.7052849547302021
106,1.0,0.00722225666469978,1.6027165134488712e-10,1.6555884138757816e-10,23.789409318303058,0.7056345237002654
107,1.0,0.007257999484678228,1.563945881114702e-10,1.5780073182320984e-10,23.78492274183415,0.702833869527368
108,1.0,0.00722777963844602,1.3913025503153066e-10,1.4166697002888963e-10,23.800428329196038,0.7030276942954344
109,1.0,0.0072263861551300854,1.428793226089528e-10,1.441855970744198e-10,23.795157538706057,0.7027989466050092
110,1.0,0.0073089929451485595,1.2154807371823671e-10,1.2313369104679114e-10,23.808032194739503,0.7049565467413734
111,1.0,0.007260463554746734,1.324475870202926e-10,1.3525532486636547e-10,23.841032081123927,0.7052823740594527
112,1.0,0.007297299531829393,1.3174346106635064e-10,1.3622965949069959e-10,23.82973822837386,0.704941671595854
113,1.0,0.007205701767952142,1.30217559467122e-10,1.3185071872500605e-10,23.841342119590628,0.7068036114468293
114,1.0,0.007125980730676009,1.298160367284531e-10,1.316052217357725e-10,23.83208260313792,0.7047200214161592
115,1.0,0.007262100390086096,1.110068357083076e-10,1.1276839316758992e-10,23.783082218289415,0.7046067189469057
116,1.0,0.007214857386703977,1.3029145371529415e-10,1.2926426462468895e-10,23.835765161600268,0.7074404159012962
117,1.0,0.007146961158308797,1.158080311525167e-10,1.1900525546582784e-10,23.840932470069628,0.7080307708067053
118,1.0,0.007190887017432087,1.1242375366529489e-10,1.1602865407956734e-10,23.760258027957413,0.7073314524398131
119,1.0,0.0071893937272315255,1.0646681761183237e-10,1.1033909711912699e-10,23.82582317959196,0.705004569011576
120,1.0,0.007184790272354902,1.0408438006857339e-10,1.0798797595640095e-10,23.83944104131885,0.7066935708242305
121,1.0,0.007195627234965384,9.873263271532881e-11,1.0024708105564066e-10,23.842623085371073,0.7033460973290836
122,1.0,0.007141834020748467,8.500893504117276e-11,9.08315479187425e-11,23.86155351449826,0.7056884670257568
123,1.0,0.007200044873142671,7.487980423225689e-11,7.586425843548094e-11,23.839689328986676,0.7056218720183653
124,1.0,0.007138419334670741,8.356790907163064e-11,8.43331936147852e-11,23.820607883025065,0.7059436377357035
125,1.0,0.007211677853553417,8.219662569930652e-11,8.466396832318224e-11,23.835409513626075,0.704530630532433
126,1.0,0.0073801377502654844,8.243990270401037e-11,8.229655728915179e-11,23.840321070861286,0.7060086575676413
127,1.0,0.007165919840447382,8.948900572379659e-11,8.962726251478201e-11,23.87676775506659,0.7083635013944962
128,1.0,0.0072044847394802615,7.747176119600005e-11,7.866614463504116e-11,23.902442114753512,0.7094377120102153
129,1.0,0.007123942267885822,7.410950919307145e-11,7.51953397063367e-11,23.890918848261933,0.7091259156255161
130,1.0,0.009761688663752493,2.0317351918836873e-10,2.3225782940882465e-10,23.296036496370093,0.6802143739251529
131,1.0,0.007981902773151854,1.059868024206695e-11,1.1012192009608454e-11,23.587581155684553,0.6945152322685018
132,1.0,0.00770727058348363,1.1616321904391898e-11,1.1392897000914993e-11,23.686545667185523,0.6981847064635333
133,1.0,0.007486778066387612,9.753643366235092e-12,9.62180069591305e-12,23.72948420806855,0.7019046027520124
134,1.0,0.0074636397002164475,1.0748151766786808e-11,1.100705155851802e-11,23.7567031047302,0.7036606151917402
135,1.0,0.007379821281612455,1.1660427316015113e-11,1.1161861223363696e-11,23.787515286602932,0.7003390272224651
136,1.0,0.0073200255859933215,1.052375813783906e-11,1.0421135565255493e-11,23.811112230914514,0.7019387628751642
137,1.0,0.007263455650362069,9.939282985153008e-12,1.0074945837028797e-11,23.853392375166518,0.7081846953139586
138,1.0,0.007257121999129029,1.016651958882714e-11,9.684233452684985e-12,23.829624913668148,0.7048083715579089
139,1.0,0.007224599663279728,1.050455307688328e-11,1.0447426506614504e-11,23.83846965394057,0.704920217780506
140,1.0,0.007224814783625617,1.0140451113782253e-11,1.0418242456150695e-11,23.843894375355386,0.7083738514956306
141,1.0,0.0072182575836331545,1.0070515881248395e-11,9.416031454187133e-12,23.85003033486931,0.7075048706110786
142,1.0,0.007222182387095726,9.343262569643777e-12,9.746967095640247e-12,23.854556853275657,0.7053839459138758
143,1.0,0.007172754589066712,1.0084164474663829e-11,9.880587903012963e-12,23.856691010099084,0.7071954441070557
144,1.0,0.007183700396071473,1.2883417990604436e-11,1.2665183611845348e-11,23.849716273231962,0.707694077351514
145,1.0,0.007124684789178971,1.0998761613357216e-11,1.098044406556572e-11,23.81225586925799,0.7077952739771675
146,1.0,0.007148888338312596,9.716888125116213e-12,9.631741547515723e-12,23.87710266345033,0.7066098001424004
147,1.0,0.007118180407333874,1.0512552555128035e-11,1.0347755607150334e-11,23.892875137846865,0.7093663665126352
148,1.0,0.007112706269131985,9.77435965494983e-12,9.77041033794306e-12,23.859914938507284,0.706080966276281
149,1.0,0.007161346653889039,1.1381524950571734e-11,1.15261737539132e-11,23.864436070852307,0.706439127851935
150,1.0,0.007590165934274475,1.0338347416849153e-11,1.0629221113350042e-11,23.788944334961755,0.7065611443098854
